user_id,1,2,3,4,5,6,single_artists,multiple_artists
Thfoofightr,spotify:track:7Jt8XwrIn68jXTwX22VDvX;spotify:track:0oCpNIVoV1iJK51xmh59Yh;spotify:track:4LEXq3KmcxJMPuu8czH63H;spotify:track:3zmDm22r3qPLX9K91sagh2;spotify:track:5gkUvoww4DaFJRPMYL0kgn;spotify:track:2u7V1El2zzt9RNnIzUdz1X;spotify:track:0XnqUcTg0CEshMvosY7o0K;spotify:track:70DNht3RyZ2SSied9TdJV8;spotify:track:3EYYcavvnkwTDUGXZbnLmR;spotify:track:4LVcQI2OT4JRb4riFwQXuK,spotify:track:7BSd1J0LvX3dEpx8TGUfXe;spotify:track:6VfmQkelBEmwlb1WRei6qD;spotify:track:6Vk3MMnpioe9MYvoQUgjew;spotify:track:0vch8VMqU2cz76DpGZ8EsQ;spotify:track:3GAKdDYtNBhC6jFx9hzQfA;spotify:track:1CulDOFCQbRTAJnVv17kam;spotify:track:4DY8yzN8km4JRQRlrPZH6M;spotify:track:5AVPiOi3De9WVR8ExWdyh3;spotify:track:1uihOJbHkJJlDwUUOa0yqu;spotify:track:7zpHInsypgrnY9zTeCXtI4,spotify:track:6bIC75pQuTldLZPgSmlu1I;spotify:track:4LVcQI2OT4JRb4riFwQXuK;spotify:track:41XcRfnKcXAZ4kR9SWS7fn;spotify:track:2u7V1El2zzt9RNnIzUdz1X;spotify:track:6fqVZogOXWFBuMEP4hfDLh;spotify:track:5gkUvoww4DaFJRPMYL0kgn;spotify:track:3zmDm22r3qPLX9K91sagh2;spotify:track:2JtL0a3NHcGkFQ7kfDLKUT;spotify:track:0oCpNIVoV1iJK51xmh59Yh;spotify:track:2LyAiqr5M9P1HIHXO716oy,spotify:track:4evGW5N0eRbVzw9dyES0xt;spotify:track:3GAKdDYtNBhC6jFx9hzQfA;spotify:track:3tUTD7VZZeMI8inBmNPwhC;spotify:track:1aAOAT7pZXiWcribxu5T6C;spotify:track:0vch8VMqU2cz76DpGZ8EsQ;spotify:track:1sG4mwsoptuD8HqXgpXHXd;spotify:track:4w9FRInfBiUtdysiBqTR8b;spotify:track:4DY8yzN8km4JRQRlrPZH6M;spotify:track:6Vk3MMnpioe9MYvoQUgjew;spotify:track:7zpHInsypgrnY9zTeCXtI4,spotify:track:3nLAN9o0pwRM6qNBE6LIKn;spotify:track:0oCpNIVoV1iJK51xmh59Yh;spotify:track:4LVcQI2OT4JRb4riFwQXuK;spotify:track:2u7V1El2zzt9RNnIzUdz1X;spotify:track:5gkUvoww4DaFJRPMYL0kgn;spotify:track:1C8jHaMeJeXLjrN9Ys7qk1;spotify:track:08LAyogtI90hvNsyr1Hsdm;spotify:track:3zmDm22r3qPLX9K91sagh2;spotify:track:4DwcFXjE2gsch95k2ojHRu;spotify:track:6QtxiJpw1DbK4BKie6Eaqx,spotify:track:1HAbsTTwgBsA4uJCoUNT8c;spotify:track:1HlSDISbjoxt2tpimT8s6f;spotify:track:4DY8yzN8km4JRQRlrPZH6M;spotify:track:0b70aSwE2mIEXKL5OYG0us;spotify:track:6M2zCT4fXGdtHu2E0yjiSj;spotify:track:0vch8VMqU2cz76DpGZ8EsQ;spotify:track:6Vk3MMnpioe9MYvoQUgjew;spotify:track:7zpHInsypgrnY9zTeCXtI4;spotify:track:3GAKdDYtNBhC6jFx9hzQfA;spotify:track:4pfbtFN3vP3RdKYUkZmJxz,1HOeqtP7tHkKNJNLzQ2tnr;7Hvq85OU8T7Hsd63zNBwaL;0yd6o6a2MaOjsF1SglI4Hw;1ll45mCZIveI9KHNZx2DdS;3hyGGjxu73JuzBa757H6R5;4RoIQHT4yJcA0ENhs8WLd4;23NIwARd4vPbxt3wwNnJ6k;4fw9oPmbbmHW5aAJpkJdlI;58WFmcqNmejE2IpVIna43o;4nUBBtLtzqZGpdiynTJbYJ,3inCNiUr4R6XQ3W43s9Aqi;12zbUHbPHL5DGuJtiUfsip;5VF0YkVLeVD4ytyiyVSIiF;0wNZvrIMNUCs24G0wFg2D6;6XYvaoDGE0VmRt83Jss9Sn;2zAvisjImPICTNsRgagqlV;4YJR4xviDKHoelt9WKHlBa;31HpswGOiF0Mc2wm11sIoN;7B2edU3Q7btJoNsoHCNohM;75mafsNqNE1WSEVxIKuY5C
solsticeenergy,spotify:track:10J11IZbHXIRVHAYDZLuXa;spotify:track:6xKXkSSJqv6ttwL8bj3Dm2;spotify:track:5PrrgKuU6Vxqda358fWusa;spotify:track:6Tvv7wIAKUcUfL05kJ6vjZ;spotify:track:54Or9jvM3jWsZPaxEBBP4Y;spotify:track:1RIpbO5B8B4GiND7WT40xB;spotify:track:1bO2BeuxfMsyhMHqUkkWxk;spotify:track:3UIm03coOcmvymwTMjqQG6;spotify:track:3ChqAx4aMot9qva111W4R6;spotify:track:1GyCVuvJjRw82Rk5rHkSzb,spotify:track:1GetkdG8LZUGN2rhilRicF;spotify:track:2GCt4EYq76bDtuOyYxC2AD;spotify:track:7zgoHkxLgchJwPdhbJhQ3K;spotify:track:7rYRkSaw2woYFnNgfCylmJ;spotify:track:6mEDMe0zG5pYrsRxizjauk;spotify:track:4hcSEN4o2Unli6XxhjApiJ;spotify:track:6J52z2Gwb3Y6esogXd82dR;spotify:track:7eY3RfmpQNifrP1FD0YKqK;spotify:track:4BNFrnwcbsAAohZHww1MtS;spotify:track:3vcTRPb07g4C6UGFATWC47,spotify:track:1Jb8fejyUddXtl2JKAEFmQ;spotify:track:1RIpbO5B8B4GiND7WT40xB;spotify:track:6PUJGZFdU710GXZKBjkybw;spotify:track:3ChqAx4aMot9qva111W4R6;spotify:track:6GE10SND0HcTkaJazrqK0F;spotify:track:1GyCVuvJjRw82Rk5rHkSzb;spotify:track:5PrrgKuU6Vxqda358fWusa;spotify:track:54Or9jvM3jWsZPaxEBBP4Y;spotify:track:2oZHqyiEdQvZimjrdQrEtF;spotify:track:7iDNyK13DY5SCtr1IPp1iZ,spotify:track:7rYRkSaw2woYFnNgfCylmJ;spotify:track:4BNFrnwcbsAAohZHww1MtS;spotify:track:5Bj3PVFSZzCtkou91d6zhL;spotify:track:7eY3RfmpQNifrP1FD0YKqK;spotify:track:6mEDMe0zG5pYrsRxizjauk;spotify:track:2Q0Crvi1cJr1Bhf9Iwugdb;spotify:track:1y5cs2YiO2dBsoh5xzZxnF;spotify:track:5vpiEyZAIpmyISHlfitNeD;spotify:track:1GetkdG8LZUGN2rhilRicF;spotify:track:1RhyVwNEpuxHgqpHP686v7,spotify:track:1T3U8rL3O3oVAWDJDzoahx;spotify:track:6u4xZnL4W0YSLXw24k2zlJ;spotify:track:54Or9jvM3jWsZPaxEBBP4Y;spotify:track:5PrrgKuU6Vxqda358fWusa;spotify:track:0FRyPq968HfykYgFjagGPF;spotify:track:1GyCVuvJjRw82Rk5rHkSzb;spotify:track:1RIpbO5B8B4GiND7WT40xB;spotify:track:4FeBA1bxkUae1aDsplsmrv;spotify:track:22szgJ9WufVHgefSgOD6Dv;spotify:track:3ChqAx4aMot9qva111W4R6,spotify:track:7IF50DbYpENDzmAptalyXb;spotify:track:1GetkdG8LZUGN2rhilRicF;spotify:track:6mEDMe0zG5pYrsRxizjauk;spotify:track:7rYRkSaw2woYFnNgfCylmJ;spotify:track:22wJphXvXXOxl46ChMkYSI;spotify:track:0OjosFJrK4sNoLe9oURL36;spotify:track:7eY3RfmpQNifrP1FD0YKqK;spotify:track:39V40ZiaRnhq29wQobDeiG;spotify:track:1y8gkgl4Ck7Yh6Ypsadtj9;spotify:track:4BNFrnwcbsAAohZHww1MtS,1G0YV9WooUBjrwDq0Q7EFK;6bJCrLZcvsBMzve04BmgwS;0qG3lxHmrUeKzL1BJJ7IBN;0RDC2Krd2nmqseGx5C8PQz;4nhvb6x9ZhPiYCzrHDNia9;5Z3IWpvwOvoaWodujHw7xh;3Uqu1mEdkUJxPe7s31n1M9;3AHFDfqhSqPBecjQDIOIJA;6hk7Yq1DU9QcCCrz9uc0Ti;4Ge8xMJNwt6EEXOzVXju9a,1qpR5mURxk3d8f6mww6uKT;6kGMx9MqwnbKR2EYvZvvrG;6SnMMbLQ4iS8WIyt3ksmCR;6OqhFYFJDnBBHas02HopPT;202HZzqKvPsMHcbwnDZx7u;3Nb8N20WChM0swo5qWTvm8;2UwJRAgSOi1zcLkvUNc8XL;2ueoLVCXQ948OfhVvAy3Nn;5QuBVnBPEzwYvFrgBbwpmU;1aSwrSGBNGMLn9ymttfRkk
